"Cluster ID","Binary String","ID","Match Score","Exact String","False Negatives","False Positives","Row Shifts","Column Shifts","Fit Quality","X Position","Y Position","Theta","Group Number"
0,"b01001000001100100001000000000100001010010000010000000000000001101000011100000000",0,6105.680986288767,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",4,2,0,0,0.9116682252167249,365.1905053847795,86.48997023772567,0.8277682538685988,0
1,"b00000000111000000110000000001000000000001001010000000110000010000000010000010000",0,8746.806522510993,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",7,2,0,0,0.6566529552934697,243.80154145736267,283.3060084252384,3.3194051424800017,1
2,"b01001000000010000001000001000000001110000000000010000000000001011000011100000000",0,7806.597189930126,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",5,1,0,0,0.7240769967779334,9.102177385605206,138.04803276857845,1.5943171305123922,1
3,"b00000000010000001100000000000001000000001001010000000010000010000101010000010010",0,7424.912794742882,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",5,0,0,0,0.6692517744992253,228.463488457556,233.0900978618337,5.203802989492636,2
4,"b00110000000000000000001100000000000010001001001100100000110000100001100100000010",0,2803.739987309286,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",15,13,0,0,0.8481632653349747,311.42484027033436,120.81384268875398,0.6961031213945916,3
5,"b11000000000010000000001011000000001100000000000100000000110000000010000000000000",0,2681.9867808670524,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",15,8,-1,-1,0.7480100908092409,322.7711999846399,380.8345991302534,3.3661566067365887,3
6,"b00000000000011000000001110000000011000000000100000000000000000000001100000000000",0,3434.7399840206517,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",17,8,0,0,0.7001877951492542,378.2765132359096,109.91872381073198,4.921190955213357,3
7,"b00001000000011000001000001000000001110010000000010001100000011101000010000000000",0,5317.312174920762,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",7,5,0,0,0.7346026326355704,459.5055250190957,232.18926427240808,3.3658279308153842,3
8,"b00000001111000011100000000000001001000000000000000000110000010100101010000010010",0,5412.105483213386,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",4,3,0,0,0.7633187540849503,254.56419798877468,188.57418027547737,4.5815183852828705,3
9,"b00000000001000000001000001000000000000010000010010000000000000111000011100000000",0,5981.069547012243,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",7,0,1,0,0.767067009405881,331.0052506214555,13.548633889335846,2.563487389049019,4
10,"b01101000000010000001000001000000001010010000000000000000000000110000011100000000",0,6407.72334241283,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",6,1,0,0,0.764484689219971,313.90638637429055,77.64223128990564,4.917001213015167,5
