node,origami_data,decoded_stream,errors_positions,success,decoding_time
0,01010100001101000001000000000101010000010100001110100010111000000001100011010010,00001000101000011011100000010010000010100111000010011111000111101001000100101100,[],0,11.849
0,10001000101011000010100000001000010000110100000000000010010001000000110000000000,,[],0,30.948
0,01101101000010100100011100000111111000001000101000110000000001000111010000100010,,[],0,26.394
0,11010000001010000010110001001001101100000010000000111000001010001011000100011000,11010010001010100011111001001001101100000010000000111000001010101111100101011000,[],0,0.23
0,00000010001101000010011001000001010000100101101000100000000111000011010100010000,,[],0,26.398
0,10000000101011000001100110000100011110100010001110000000001000100000000000000000,,[],0,36.041
0,00000010000110010000001100100101110100001110100010110010100001000010010100010100,,[],0,25.905
0,01001000000010001000000110011011010001101000001000110000010101000111010000010010,,[],0,16.265
0,00100000001000000100110001011100100000010010000110111010011000001011100100011000,,[],0,21.99
0,00000010001101001000011001001011010000001100001001100010000010000110100000100000,,[],0,32.011
0,00000000001001000010011000000001010000101110100000100000100011000001000100010000,,[],0,27.522
0,01000000101100000010011001001000110000010010000000110010011000000010100000011000,01001000101110010011011001001000110000010010000000110010011010000010100000010000,[],0,2.825
0,00101100100011110010001110100101111000001100110001110000000001000011000000010000,,[],0,20.294
0,01010000001010000000101000000000101100000010000011111000001100010011001000111000,,[],0,28.337
0,00010000100001100000000010010000000000000110001100010000000000000001000000010110,,[],0,40.08
0,00000010000001000010010010000001110000011111000100001110000010000100000000010001,,[],0,33.028
0,10000000011000000100110001000001101000100110000000001100010000000000000000010000,,[],0,30.7
0,11111000001001000011000100001111010001010000101010110010111000000101110011010000,01000111111100001001110001100010110010110101010000011101001111111000000010101101,[],0,21.102
0,00010000001101100010011101001000011010101010101000101000000101000100010000010000,,[],0,20.559
0,00001110000000100010011001000001010100001110000000100000100000000010010100010000,,[],0,31.302
0,01000000000001000000011000000000000000001000000001110000000010000000010000001000,00010000011100000011000000001110100000010000000010000000011010000010100001000010,[],0,11.226
