node,origami_data,decoded_stream,induced_errors,related_parity_bits,common_parity_bits,related_checksum_bits,success,decoding_time
1,01011100111100001111000000001000111101100110100100001100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;46;50,11;15;16;17;31;41;51;58;62;64;66;68,,34;44;45,1,0.038
1,01011100111100001111000000001000111101100110100100100100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;46;52,11;15;17;28;41;48;51;62;63;64;65;66;68,,34;44;45,1,0.04
1,01011100111100001111000000001000111101100110100100101000011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;46;53,11;15;16;17;21;31;41;51;62;64;65;66;67,,34;44;45,1,0.038
1,01011100111100001111000000001000111101100110100100101100001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;46;57,11;15;17;21;41;51;61;62;64;66,,34;45,1,0.037
1,01011100111100001111000000001000111101100110100100101100010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;46;58,11;15;17;41;51;62;64;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110100100101100011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;46;60,11;13;15;17;28;31;41;51;62;64;66;68,,34;44;45,1,0.035
1,01011100111100001111000000001000111101100110100100101100011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;46;61,11;15;17;41;51;62;64;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110100100101100011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;46;62,11;15;17;41;51;62;64;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110100100101100011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;46;63,11;15;17;41;51;62;64;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110100100101100011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;46;65,11;15;17;41;51;62;64;66,,34;45,1,0.037
1,01011100111100001111000000001000111101100110100100101100011011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;46;67,11;15;17;41;51;62;64;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110100100101100011011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;46;68,11;15;17;41;51;62;64;66,,34;45,1,0.035
1,01011100111100001111000000001000111101100110100100101100011011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;46;75,11;15;17;18;28;41;51;62;63;64;66,,34;45,1,0.037
1,01011100111100001111000000001000111101100110100100101100011011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;46;76,11;12;15;17;28;41;51;61;62;64;65;66,,34;45,1,0.037
1,01011100111100001111000000001000111101100110100100101100011011110101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;46;79,11;13;14;15;17;41;48;51;62;64;66;67,51,34;45,1,0.037
1,01011100111100001111000000001000111101100110101000001100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;47;50,12;14;15;16;17;31;41;51;58;66;68,,34;44;45,1,0.037
1,01011100111100001111000000001000111101100110101000100100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;47;52,12;14;15;17;28;41;48;51;63;65;66;68,,34;44;45,1,0.037
1,01011100111100001111000000001000111101100110101000101000011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;47;53,12;14;15;16;17;21;31;41;51;65;66;67;68,,34;44;45,1,0.038
1,01011100111100001111000000001000111101100110101000101100001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;47;57,12;14;15;17;21;41;51;61;64;66;68,41;66,34;45,1,0.06
1,01011100111100001111000000001000111101100110101000101100010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;47;58,12;14;15;17;41;51;66;68,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101000101100011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;47;60,12;13;14;15;17;28;31;41;51;66;68,,34;44;45,1,0.036
1,01011100111100001111000000001000111101100110101000101100011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;47;61,12;14;15;17;41;51;66;68,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101000101100011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;47;62,12;14;15;17;41;51;66;68,,34;45,1,0.035
1,01011100111100001111000000001000111101100110101000101100011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;47;63,12;14;15;17;41;51;66;68,,34;45,1,0.035
1,01011100111100001111000000001000111101100110101000101100011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;47;65,12;14;15;17;41;51;66;68,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101000101100011011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;47;67,12;14;15;17;41;51;66;68,,34;45,1,0.035
1,01011100111100001111000000001000111101100110101000101100011011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;47;68,12;14;15;17;41;51;66;68,,34;45,1,0.035
1,01011100111100001111000000001000111101100110101000101100011011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;47;75,12;14;15;17;18;28;41;51;63;64;66;68,41,34;45,1,0.037
1,01011100111100001111000000001000111101100110101000101100011011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;47;76,12;14;15;17;28;41;51;61;65;66;68,41,34;45,1,0.039
1,01011100111100001111000000001000111101100110101000101100011011110101100000011000,01011100111111001111000000000000101101100110101010101100011011110100100000011000,23;47;79,12;13;14;15;17;41;48;51;66;67;68,,34;45,0,0.082
1,01011100111100001111000000001000111101100110101100000100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;50;52,15;16;17;28;31;41;48;51;58;63;65;66;68,,34;44,1,0.037
1,01011100111100001111000000001000111101100110101100001000011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;50;53,15;16;17;21;31;41;51;58;65;66;67;68,,34;44,1,0.037
1,01011100111100001111000000001000111101100110101100001100001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;50;57,15;16;17;21;31;41;51;58;61;64;66;68,,34;44;45,1,0.038
1,01011100111100001111000000001000111101100110101100001100010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;50;58,15;16;17;31;41;51;58;66;68,,34;44,1,0.036
1,01011100111100001111000000001000111101100110101100001100011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;50;60,13;15;16;17;28;31;41;51;58;66;68,,34;44,1,5.036
1,01011100111100001111000000001000111101100110101100001100011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;50;61,15;16;17;31;41;51;58;66;68,,34;44,1,0.035
1,01011100111100001111000000001000111101100110101100001100011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;50;62,15;16;17;31;41;51;58;66;68,,34;44,1,0.036
1,01011100111100001111000000001000111101100110101100001100011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;50;63,15;16;17;31;41;51;58;66;68,,34;44,1,0.036
1,01011100111100001111000000001000111101100110101100001100011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;50;65,15;16;17;31;41;51;58;66;68,,34;44,1,0.036
1,01011100111100001111000000001000111101100110101100001100011011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;50;67,15;16;17;31;41;51;58;66;68,,34;44,1,0.036
1,01011100111100001111000000001000111101100110101100001100011011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;50;68,15;16;17;31;41;51;58;66;68,,34;44,1,0.035
1,01011100111100001111000000001000111101100110101100001100011011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;50;75,15;16;17;18;28;31;41;51;58;63;64;66;68,,34;44;45,1,0.037
1,01011100111100001111000000001000111101100110101100001100011011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;50;76,12;15;16;17;28;31;41;51;58;61;65;66;68,,34;44;45,1,0.037
1,01011100111100001111000000001000111101100110101100001100011011110101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;50;79,13;14;15;16;17;31;41;48;51;58;66;67;68,,34;44;45,1,0.036
1,01011100111100001111000000001000111101100110101100100000011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;52;53,15;16;17;21;28;31;41;48;51;63;65;66;67;68,,34;44,1,0.037
1,01011100111100001111000000001000111101100110101100100100001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;52;57,15;17;21;28;41;48;51;61;63;64;65;66;68,,34;44;45,1,0.037
1,01011100111100001111000000001000111101100110101100100100010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;52;58,15;17;28;41;48;51;63;65;66;68,,34;44,1,0.036
1,01011100111100001111000000001000111101100110101100100100011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;52;60,13;15;17;28;31;41;48;51;63;65;66;68,,34;44,1,0.035
1,01011100111100001111000000001000111101100110101100100100011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;52;61,15;17;28;41;48;51;63;65;66;68,,34;44,1,0.036
1,01011100111100001111000000001000111101100110101100100100011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;52;62,15;17;28;41;48;51;63;65;66;68,,34;44,1,0.035
1,01011100111100001111000000001000111101100110101100100100011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;52;63,15;17;28;41;48;51;63;65;66;68,,34;44,1,0.035
1,01011100111100001111000000001000111101100110101100100100011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;52;65,15;17;28;41;48;51;63;65;66;68,,34;44,1,0.035
1,01011100111100001111000000001000111101100110101100100100011011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;52;67,15;17;28;41;48;51;63;65;66;68,,34;44,1,0.036
1,01011100111100001111000000001000111101100110101100100100011011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;52;68,15;17;28;41;48;51;63;65;66;68,,34;44,1,0.035
1,01011100111100001111000000001000111101100110101100100100011011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;52;75,15;17;18;28;41;48;51;63;64;65;66;68,,34;44;45,1,0.067
1,01011100111100001111000000001000111101100110101100100100011011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;52;76,12;15;17;28;41;48;51;61;63;65;66;68,,34;44;45,1,0.038
1,01011100111100001111000000001000111101100110101100100100011011110101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;52;79,13;14;15;17;28;41;48;51;63;65;66;67;68,,34;44;45,1,0.037
1,01011100111100001111000000001000111101100110101100101000001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;53;57,15;16;17;21;31;41;51;61;64;65;66;67,,34;44;45,1,0.037
1,01011100111100001111000000001000111101100110101100101000010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;53;58,15;16;17;21;31;41;51;65;66;67,,34;44,1,0.036
1,01011100111100001111000000001000111101100110101100101000011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;53;60,13;15;16;17;21;28;31;41;51;65;66;67;68,,34;44,1,0.038
1,01011100111100001111000000001000111101100110101100101000011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;53;61,15;16;17;21;31;41;51;65;66;67,,34;44,1,0.036
1,01011100111100001111000000001000111101100110101100101000011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;53;62,15;16;17;21;31;41;51;65;66;67,,34;44,1,0.037
1,01011100111100001111000000001000111101100110101100101000011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;53;63,15;16;17;21;31;41;51;65;66;67,,34;44,1,0.036
1,01011100111100001111000000001000111101100110101100101000011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;53;65,15;16;17;21;31;41;51;65;66;67,,34;44,1,0.036
1,01011100111100001111000000001000111101100110101100101000011011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;53;67,15;16;17;21;31;41;51;65;66;67,,34;44,1,0.037
1,01011100111100001111000000001000111101100110101100101000011011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;53;68,15;16;17;21;31;41;51;65;66;67,,34;44,1,0.062
1,01011100111100001111000000001000111101100110101100101000011011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;53;75,15;16;17;18;21;28;31;41;51;63;64;65;66;67,,34;44;45,1,0.038
1,01011100111100001111000000001000111101100110101100101000011011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;53;76,12;15;16;17;21;28;31;41;51;61;65;66;67,,34;44;45,1,0.037
1,01011100111100001111000000001000111101100110101100101000011011110101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;53;79,13;14;15;16;17;21;31;41;48;51;65;66;67,,34;44;45,1,0.038
1,01011100111100001111000000001000111101100110101100101100000011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;57;58,15;17;21;41;51;61;64;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101100101100001001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;57;60,13;15;17;21;28;31;41;51;61;64;66;68,,34;44;45,1,0.037
1,01011100111100001111000000001000111101100110101100101100001010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;57;61,15;17;21;41;51;61;64;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101100101100001011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;57;62,15;17;21;41;51;61;64;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101100101100001011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;57;63,15;17;21;41;51;61;64;66,,34;45,1,0.035
1,01011100111100001111000000001000111101100110101100101100001011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;57;65,15;17;21;41;51;61;64;66,,34;45,1,0.035
1,01011100111100001111000000001000111101100110101100101100001011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;57;67,15;17;21;41;51;61;64;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101100101100001011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;57;68,15;17;21;41;51;61;64;66,,34;45,1,0.054
1,01011100111100001111000000001000111101100110101100101100001011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;57;75,15;17;18;21;28;41;51;61;63;64;66,41,34;45,1,0.037
1,01011100111100001111000000001000111101100110101100101100001011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;57;76,12;15;17;21;28;41;51;61;64;65;66,41,34;45,1,0.037
1,01011100111100001111000000001000111101100110101100101100001011110101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;57;79,13;14;15;17;21;41;48;51;61;64;66;67,,34;45,1,0.037
1,01011100111100001111000000001000111101100110101100101100010001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;58;60,13;15;17;28;31;41;51;66;68,,34;44,1,0.034
1,01011100111100001111000000001000111101100110101100101100010010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;58;61,15;17;41;51;66,,34,1,0.035
1,01011100111100001111000000001000111101100110101100101100010011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;58;62,15;17;41;51;66,,34,1,0.035
1,01011100111100001111000000001000111101100110101100101100010011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;58;63,15;17;41;51;66,,34,1,0.035
1,01011100111100001111000000001000111101100110101100101100010011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;58;65,15;17;41;51;66,,34,1,0.035
1,01011100111100001111000000001000111101100110101100101100010011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;58;67,15;17;41;51;66,,34,1,0.036
1,01011100111100001111000000001000111101100110101100101100010011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;58;68,15;17;41;51;66,,34,1,0.037
1,01011100111100001111000000001000111101100110101100101100010011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;58;75,15;17;18;28;41;51;63;64;66,,34;45,1,0.035
1,01011100111100001111000000001000111101100110101100101100010011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;58;76,12;15;17;28;41;51;61;65;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101100101100010011110101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;58;79,13;14;15;17;41;48;51;66;67,,34;45,1,0.035
1,01011100111100001111000000001000111101100110101100101100011000110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;60;61,13;15;17;28;31;41;51;66;68,,34;44,1,0.035
1,01011100111100001111000000001000111101100110101100101100011001010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;60;62,13;15;17;28;31;41;51;66;68,,34;44,1,0.034
1,01011100111100001111000000001000111101100110101100101100011001100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;60;63,13;15;17;28;31;41;51;66;68,,34;44,1,0.058
1,01011100111100001111000000001000111101100110101100101100011001110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;60;65,13;15;17;28;31;41;51;66;68,,34;44,1,0.035
1,01011100111100001111000000001000111101100110101100101100011001110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;60;67,13;15;17;28;31;41;51;66;68,,34;44,1,0.035
1,01011100111100001111000000001000111101100110101100101100011001110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;60;68,13;15;17;28;31;41;51;66;68,,34;44,1,0.034
1,01011100111100001111000000001000111101100110101100101100011001110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;60;75,13;15;17;18;28;31;41;51;63;64;66;68,17,34;44;45,1,0.035
1,01011100111100001111000000001000111101100110101100101100011001110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;60;76,12;13;15;17;28;31;41;51;61;65;66;68,,34;44;45,1,0.035
1,01011100111100001111000000001000111101100110101100101100011001110101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;60;79,13;14;15;17;28;31;41;48;51;66;67;68,,34;44;45,1,0.035
1,01011100111100001111000000001000111101100110101100101100011010010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;61;62,15;17;41;51;66,,34,1,0.036
1,01011100111100001111000000001000111101100110101100101100011010100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;61;63,15;17;41;51;66,,34,1,0.035
1,01011100111100001111000000001000111101100110101100101100011010110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;61;65,15;17;41;51;66,,34,1,0.037
1,01011100111100001111000000001000111101100110101100101100011010110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;61;67,15;17;41;51;66,,34,1,0.037
1,01011100111100001111000000001000111101100110101100101100011010110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;61;68,15;17;41;51;66,,34,1,0.037
1,01011100111100001111000000001000111101100110101100101100011010110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;61;75,15;17;18;28;41;51;63;64;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101100101100011010110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;61;76,12;15;17;28;41;51;61;65;66,,34;45,1,0.037
1,01011100111100001111000000001000111101100110101100101100011010110101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;61;79,13;14;15;17;41;48;51;66;67,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101100101100011011000101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;62;63,15;17;41;51;66,,34,1,0.036
1,01011100111100001111000000001000111101100110101100101100011011010001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;62;65,15;17;41;51;66,,34,1,0.064
1,01011100111100001111000000001000111101100110101100101100011011010100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;62;67,15;17;41;51;66,,34,1,0.035
1,01011100111100001111000000001000111101100110101100101100011011010101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;62;68,15;17;41;51;66,,34,1,0.035
1,01011100111100001111000000001000111101100110101100101100011011010101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;62;75,15;17;18;28;41;51;63;64;66,,34;45,1,0.035
1,01011100111100001111000000001000111101100110101100101100011011010101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;62;76,12;15;17;28;41;51;61;65;66,,34;45,1,0.035
1,01011100111100001111000000001000111101100110101100101100011011010101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;62;79,13;14;15;17;41;48;51;66;67,,34;45,1,0.035
1,01011100111100001111000000001000111101100110101100101100011011100001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;63;65,15;17;41;51;66,,34,1,0.036
1,01011100111100001111000000001000111101100110101100101100011011100100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;63;67,15;17;41;51;66,,34,1,0.035
1,01011100111100001111000000001000111101100110101100101100011011100101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;63;68,15;17;41;51;66,,34,1,0.035
1,01011100111100001111000000001000111101100110101100101100011011100101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;63;75,15;17;18;28;41;51;63;64;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101100101100011011100101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;63;76,12;15;17;28;41;51;61;65;66,,34;45,1,0.037
1,01011100111100001111000000001000111101100110101100101100011011100101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;63;79,13;14;15;17;41;48;51;66;67,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101100101100011011110000100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;65;67,15;17;41;51;66,,34,1,0.035
1,01011100111100001111000000001000111101100110101100101100011011110001000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;65;68,15;17;41;51;66,,34,1,0.035
1,01011100111100001111000000001000111101100110101100101100011011110001100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;65;75,15;17;18;28;41;51;63;64;66,,34;45,1,0.035
1,01011100111100001111000000001000111101100110101100101100011011110001100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;65;76,12;15;17;28;41;51;61;65;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101100101100011011110001100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;65;79,13;14;15;17;41;48;51;66;67,,34;45,1,0.062
1,01011100111100001111000000001000111101100110101100101100011011110100000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;67;68,15;17;41;51;66,,34,1,0.035
1,01011100111100001111000000001000111101100110101100101100011011110100100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;67;75,15;17;18;28;41;51;63;64;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101100101100011011110100100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;67;76,12;15;17;28;41;51;61;65;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101100101100011011110100100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;67;79,13;14;15;17;41;48;51;66;67,,34;45,1,0.035
1,01011100111100001111000000001000111101100110101100101100011011110101000000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;68;75,15;17;18;28;41;51;63;64;66,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101100101100011011110101000000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;68;76,12;15;17;28;41;51;61;65;66,,34;45,1,0.035
1,01011100111100001111000000001000111101100110101100101100011011110101000000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;68;79,13;14;15;17;41;48;51;66;67,,34;45,1,0.036
1,01011100111100001111000000001000111101100110101100101100011011110101100000000001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;75;76,12;15;17;18;28;41;51;61;63;64;65;66,41,34;45,1,0.037
1,01011100111100001111000000001000111101100110101100101100011011110101100000001000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;75;79,13;14;15;17;18;28;41;48;51;63;64;66;67,,34;45,1,0.038
1,01011100111100001111000000001000111101100110101100101100011011110101100000010000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,23;76;79,12;13;14;15;17;28;41;48;51;61;65;66;67,,34;45,1,0.039
1,01011100111100001111000100000000001101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;33,11;13;15;17;28;38;65;67;68,,34,1,0.036
1,01011100111100001111000100000000010101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;34,11;13;31;38;51;61;62;64;65;66;67,,34,1,0.063
1,01011100111100001111000100000000011001100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;35,11;13;38;58;63;65;67;68,,34,1,0.035
1,01011100111100001111000100000000011100100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;37,11;13;16;18;31;38;62;64;65;67,,34;35,1,0.036
1,01011100111100001111000100000000011101000110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;38,11;13;38;65;67,,34,1,0.035
1,01011100111100001111000100000000011101100010101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;41,11;13;38;65;67,,34,1,0.035
1,01011100111100001111000100000000011101100100101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;42,11;13;15;17;38;48;61;63;65;67,,34;44,1,0.035
1,01011100111100001111000100000000011101100110001100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;44,11;12;13;14;16;21;38;41;65;67,,34,1,0.035
1,01011100111100001111000100000000011101100110100100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;46,11;13;38;51;62;64;65;67,,34;45,1,0.035
1,01011100111100001111000100000000011101100110101000101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;47,11;12;13;14;38;41;65;66;67;68,,34;45,1,0.036
1,01011100111100001111000100000000011101100110101100001100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;50,11;13;15;16;31;38;58;65;67;68,,34;44,1,0.039
1,01011100111100001111000100000000011101100110101100100100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;52,11;13;28;38;48;63;65;67;68,,34;44,1,0.036
1,01011100111100001111000100000000011101100110101100101000011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,28;32;53,11;13;16;21;31;38;65;67,,34;44,1,0.035
