node,origami_data,decoded_stream,induced_errors,related_parity_bits,common_parity_bits,related_checksum_bits,success,decoding_time
1,01001100110100001111000100001000111101100110101100100100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;10;52,14;18;28;38;41;48;51;58;63;65;67;68,,34;44,1,0.035
1,01001100110100001111000100001000111101100110101100101000011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;10;53,14;16;18;21;31;38;41;51;58;63;65;67,67,34;44,1,0.035
1,01001100110100001111000100001000111101100110101100101100001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;10;57,14;18;21;38;41;51;58;61;63;64;66;67,,34;45,1,0.034
1,01001100110100001111000100001000111101100110101100101100010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;10;58,14;18;38;41;51;58;63;67,,34,1,0.033
1,01001100110100001111000100001000111101100110101100101100011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;10;60,13;14;17;18;28;31;38;41;51;58;63;67;68,,34;44,1,0.034
1,01001100110100001111000100001000111101100110101100101100011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;10;61,14;18;38;41;51;58;63;67,,34,1,0.033
1,01001100110100001111000100001000111101100110101100101100011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;10;62,14;18;38;41;51;58;63;67,,34,1,0.033
1,01001100110100001111000100001000111101100110101100101100011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;10;63,14;18;38;41;51;58;63;67,,34,1,0.033
1,01001100110100001111000100001000111101100110101100101100011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;10;65,14;18;38;41;51;58;63;67,,34,1,0.034
1,01001100110100001111000100001000111101100110101100101100011011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;10;67,14;18;38;41;51;58;63;67,,34,1,0.034
1,01001100110100001111000100001000111101100110101100101100011011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;10;68,14;18;38;41;51;58;63;67,,34,1,0.033
1,01001100110100001111000100001000111101100110101100101100011011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;10;75,14;17;18;28;38;41;51;58;63;64;67,18,34;45,1,1.158
1,01001100110100001111000100001000111101100110101100101100011011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;10;76,12;14;18;28;38;41;51;58;61;63;65;67,,34;45,1,0.035
1,01001100110100001111000100001000111101100110101100101100011011110101100000011000,01001100111100001111000100001000101101000110111100101100011011110101000000011000,3;10;79,13;14;18;38;41;48;51;58;63;67,67,34;45,0,0.067
1,01001100111000000111000100001000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;16,14;18;38;51;67,,34,1,0.035
1,01001100111000001011000100001000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;17,14;18;38;51;67,,34,1,0.036
1,01001100111000001101000100001000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;18,14;18;38;51;67,,34,1,0.035
1,01001100111000001110000100001000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;19,11;14;18;38;48;51;62;66;67,,34;35,1,0.034
1,01001100111000001111000000001000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;23,14;15;17;18;38;41;51;66;67,,34,1,0.035
1,01001100111000001111000100000000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;28,14;18;38;51;67,,34,1,0.036
1,01001100111000001111000100001000011101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;32,11;13;14;18;38;51;65;67,,34,1,0.036
1,01001100111000001111000100001000101101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;33,14;15;17;18;28;38;51;67;68,,34,1,0.036
1,01001100111000001111000100001000110101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;34,14;18;31;38;51;61;62;64;66;67,,34,1,0.036
1,01001100111000001111000100001000111001100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;35,14;18;38;51;58;63;65;67;68,,34,1,0.036
1,01001100111000001111000100001000111100100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;37,14;16;18;31;38;51;62;64;67,,34;35,1,0.036
1,01001100111000001111000100001000111101000110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;38,14;18;38;51;67,,34,1,0.035
1,01001100111000001111000100001000111101100010101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;41,14;18;38;51;67,,34,1,0.035
1,01001100111000001111000100001000111101100100101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;42,14;15;17;18;38;48;51;61;63;67,,34;44,1,0.035
1,01001100111000001111000100001000111101100110001100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;44,11;12;14;16;18;21;38;41;51;67,,34,1,0.035
1,01001100111000001111000100001000111101100110100100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;46,11;14;18;38;51;62;64;67,,34;45,1,0.035
1,01001100111000001111000100001000111101100110101000101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;47,12;14;18;38;41;51;66;67;68,,34;45,1,0.035
1,01001100111000001111000100001000111101100110101100001100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;50,14;15;16;18;31;38;51;58;67;68,,34;44,1,0.035
1,01001100111000001111000100001000111101100110101100100100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;52,14;18;28;38;48;51;63;65;67;68,,34;44,1,0.035
1,01001100111000001111000100001000111101100110101100101000011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;53,14;16;18;21;31;38;51;65;67,,34;44,1,0.035
1,01001100111000001111000100001000111101100110101100101100001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;57,14;18;21;38;41;51;61;64;66;67,,34;45,1,0.035
1,01001100111000001111000100001000111101100110101100101100010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;58,14;18;38;51;67,,34,1,0.035
1,01001100111000001111000100001000111101100110101100101100011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;60,13;14;17;18;28;31;38;51;67;68,,34;44,1,0.034
1,01001100111000001111000100001000111101100110101100101100011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;61,14;18;38;51;67,,34,1,0.035
1,01001100111000001111000100001000111101100110101100101100011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;62,14;18;38;51;67,,34,1,0.035
1,01001100111000001111000100001000111101100110101100101100011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;63,14;18;38;51;67,,34,1,0.035
1,01001100111000001111000100001000111101100110101100101100011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;65,14;18;38;51;67,,34,1,0.034
1,01001100111000001111000100001000111101100110101100101100011011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;67,14;18;38;51;67,,34,1,0.034
1,01001100111000001111000100001000111101100110101100101100011011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;68,14;18;38;51;67,,34,1,0.035
1,01001100111000001111000100001000111101100110101100101100011011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;75,14;17;18;28;38;41;51;63;64;67,,34;45,1,0.04
1,01001100111000001111000100001000111101100110101100101100011011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;76,12;14;18;28;38;41;51;61;65;67,,34;45,1,0.036
1,01001100111000001111000100001000111101100110101100101100011011110101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;11;79,13;14;18;38;48;51;67,,34;45,1,0.035
1,01001100111100000011000100001000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;17,14;18;38;51;67,,34,1,0.035
1,01001100111100000101000100001000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;18,14;18;38;51;67,,34,1,0.035
1,01001100111100000110000100001000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;19,11;14;18;38;48;51;62;66;67,,34;35,1,0.034
1,01001100111100000111000000001000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;23,14;15;17;18;38;41;51;66;67,,34,1,0.035
1,01001100111100000111000100000000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;28,14;18;38;51;67,,34,1,0.035
1,01001100111100000111000100001000011101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;32,11;13;14;18;38;51;65;67,,34,1,0.035
1,01001100111100000111000100001000101101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;33,14;15;17;18;28;38;51;67;68,,34,1,0.037
1,01001100111100000111000100001000110101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;34,14;18;31;38;51;61;62;64;66;67,,34,1,0.035
1,01001100111100000111000100001000111001100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;35,14;18;38;51;58;63;65;67;68,,34,1,0.035
1,01001100111100000111000100001000111100100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;37,14;16;18;31;38;51;62;64;67,,34;35,1,0.035
1,01001100111100000111000100001000111101000110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;38,14;18;38;51;67,,34,1,0.034
1,01001100111100000111000100001000111101100010101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;41,14;18;38;51;67,,34,1,0.035
1,01001100111100000111000100001000111101100100101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;42,14;15;17;18;38;48;51;61;63;67,,34;44,1,0.035
1,01001100111100000111000100001000111101100110001100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;44,11;12;14;16;18;21;38;41;51;67,,34,1,0.035
1,01001100111100000111000100001000111101100110100100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;46,11;14;18;38;51;62;64;67,,34;45,1,0.035
1,01001100111100000111000100001000111101100110101000101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;47,12;14;18;38;41;51;66;67;68,,34;45,1,0.035
1,01001100111100000111000100001000111101100110101100001100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;50,14;15;16;18;31;38;51;58;67;68,,34;44,1,0.035
1,01001100111100000111000100001000111101100110101100100100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;52,14;18;28;38;48;51;63;65;67;68,,34;44,1,0.035
1,01001100111100000111000100001000111101100110101100101000011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;53,14;16;18;21;31;38;51;65;67,,34;44,1,0.036
1,01001100111100000111000100001000111101100110101100101100001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;57,14;18;21;38;41;51;61;64;66;67,,34;45,1,0.034
1,01001100111100000111000100001000111101100110101100101100010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;58,14;18;38;51;67,,34,1,0.035
1,01001100111100000111000100001000111101100110101100101100011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;60,13;14;17;18;28;31;38;51;67;68,,34;44,1,0.033
1,01001100111100000111000100001000111101100110101100101100011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;61,14;18;38;51;67,,34,1,0.034
1,01001100111100000111000100001000111101100110101100101100011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;62,14;18;38;51;67,,34,1,0.035
1,01001100111100000111000100001000111101100110101100101100011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;63,14;18;38;51;67,,34,1,0.036
1,01001100111100000111000100001000111101100110101100101100011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;65,14;18;38;51;67,,34,1,0.035
1,01001100111100000111000100001000111101100110101100101100011011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;67,14;18;38;51;67,,34,1,0.035
1,01001100111100000111000100001000111101100110101100101100011011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;68,14;18;38;51;67,,34,1,0.035
1,01001100111100000111000100001000111101100110101100101100011011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;75,14;17;18;28;38;41;51;63;64;67,,34;45,1,0.035
1,01001100111100000111000100001000111101100110101100101100011011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;76,12;14;18;28;38;41;51;61;65;67,,34;45,1,0.035
1,01001100111100000111000100001000111101100110101100101100011011110101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;16;79,13;14;18;38;48;51;67,,34;45,1,0.035
1,01001100111100001001000100001000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;18,14;18;38;51;67,,34,1,0.035
1,01001100111100001010000100001000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;19,11;14;18;38;48;51;62;66;67,,34;35,1,0.033
1,01001100111100001011000000001000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;23,14;15;17;18;38;41;51;66;67,,34,1,0.047
1,01001100111100001011000100000000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;28,14;18;38;51;67,,34,1,0.035
1,01001100111100001011000100001000011101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;32,11;13;14;18;38;51;65;67,,34,1,0.036
1,01001100111100001011000100001000101101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;33,14;15;17;18;28;38;51;67;68,,34,1,0.036
1,01001100111100001011000100001000110101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;34,14;18;31;38;51;61;62;64;66;67,,34,1,0.035
1,01001100111100001011000100001000111001100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;35,14;18;38;51;58;63;65;67;68,,34,1,0.035
1,01001100111100001011000100001000111100100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;37,14;16;18;31;38;51;62;64;67,,34;35,1,0.035
1,01001100111100001011000100001000111101000110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;38,14;18;38;51;67,,34,1,0.035
1,01001100111100001011000100001000111101100010101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;41,14;18;38;51;67,,34,1,0.035
1,01001100111100001011000100001000111101100100101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;42,14;15;17;18;38;48;51;61;63;67,,34;44,1,0.035
1,01001100111100001011000100001000111101100110001100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;44,11;12;14;16;18;21;38;41;51;67,,34,1,0.035
1,01001100111100001011000100001000111101100110100100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;46,11;14;18;38;51;62;64;67,,34;45,1,0.035
1,01001100111100001011000100001000111101100110101000101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;47,12;14;18;38;41;51;66;67;68,,34;45,1,0.036
1,01001100111100001011000100001000111101100110101100001100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;50,14;15;16;18;31;38;51;58;67;68,,34;44,1,0.035
1,01001100111100001011000100001000111101100110101100100100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;52,14;18;28;38;48;51;63;65;67;68,,34;44,1,0.035
1,01001100111100001011000100001000111101100110101100101000011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;53,14;16;18;21;31;38;51;65;67,,34;44,1,0.035
1,01001100111100001011000100001000111101100110101100101100001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;57,14;18;21;38;41;51;61;64;66;67,,34;45,1,0.035
1,01001100111100001011000100001000111101100110101100101100010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;58,14;18;38;51;67,,34,1,0.035
1,01001100111100001011000100001000111101100110101100101100011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;60,13;14;17;18;28;31;38;51;67;68,,34;44,1,0.033
1,01001100111100001011000100001000111101100110101100101100011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;61,14;18;38;51;67,,34,1,0.035
1,01001100111100001011000100001000111101100110101100101100011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;62,14;18;38;51;67,,34,1,0.035
1,01001100111100001011000100001000111101100110101100101100011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;63,14;18;38;51;67,,34,1,0.035
1,01001100111100001011000100001000111101100110101100101100011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;65,14;18;38;51;67,,34,1,0.035
1,01001100111100001011000100001000111101100110101100101100011011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;67,14;18;38;51;67,,34,1,0.036
1,01001100111100001011000100001000111101100110101100101100011011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;68,14;18;38;51;67,,34,1,0.035
1,01001100111100001011000100001000111101100110101100101100011011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;75,14;17;18;28;38;41;51;63;64;67,,34;45,1,0.036
1,01001100111100001011000100001000111101100110101100101100011011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;76,12;14;18;28;38;41;51;61;65;67,,34;45,1,0.035
1,01001100111100001011000100001000111101100110101100101100011011110101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;17;79,13;14;18;38;48;51;67,,34;45,1,0.035
1,01001100111100001100000100001000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;19,11;14;18;38;48;51;62;66;67,,34;35,1,0.064
1,01001100111100001101000000001000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;23,14;15;17;18;38;41;51;66;67,,34,1,0.035
1,01001100111100001101000100000000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;28,14;18;38;51;67,,34,1,0.036
1,01001100111100001101000100001000011101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;32,11;13;14;18;38;51;65;67,,34,1,0.035
1,01001100111100001101000100001000101101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;33,14;15;17;18;28;38;51;67;68,,34,1,0.035
1,01001100111100001101000100001000110101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;34,14;18;31;38;51;61;62;64;66;67,,34,1,0.035
1,01001100111100001101000100001000111001100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;35,14;18;38;51;58;63;65;67;68,,34,1,0.035
1,01001100111100001101000100001000111100100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;37,14;16;18;31;38;51;62;64;67,,34;35,1,0.035
1,01001100111100001101000100001000111101000110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;38,14;18;38;51;67,,34,1,0.035
1,01001100111100001101000100001000111101100010101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;41,14;18;38;51;67,,34,1,0.035
1,01001100111100001101000100001000111101100100101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;42,14;15;17;18;38;48;51;61;63;67,,34;44,1,0.035
1,01001100111100001101000100001000111101100110001100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;44,11;12;14;16;18;21;38;41;51;67,,34,1,0.035
1,01001100111100001101000100001000111101100110100100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;46,11;14;18;38;51;62;64;67,,34;45,1,0.036
1,01001100111100001101000100001000111101100110101000101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;47,12;14;18;38;41;51;66;67;68,,34;45,1,0.035
1,01001100111100001101000100001000111101100110101100001100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;50,14;15;16;18;31;38;51;58;67;68,,34;44,1,0.036
1,01001100111100001101000100001000111101100110101100100100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;52,14;18;28;38;48;51;63;65;67;68,,34;44,1,0.036
1,01001100111100001101000100001000111101100110101100101000011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;53,14;16;18;21;31;38;51;65;67,,34;44,1,0.036
1,01001100111100001101000100001000111101100110101100101100001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;57,14;18;21;38;41;51;61;64;66;67,,34;45,1,0.035
1,01001100111100001101000100001000111101100110101100101100010011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;58,14;18;38;51;67,,34,1,0.035
1,01001100111100001101000100001000111101100110101100101100011001110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;60,13;14;17;18;28;31;38;51;67;68,,34;44,1,0.034
1,01001100111100001101000100001000111101100110101100101100011010110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;61,14;18;38;51;67,,34,1,0.035
1,01001100111100001101000100001000111101100110101100101100011011010101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;62,14;18;38;51;67,,34,1,0.035
1,01001100111100001101000100001000111101100110101100101100011011100101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;63,14;18;38;51;67,,34,1,0.035
1,01001100111100001101000100001000111101100110101100101100011011110001100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;65,14;18;38;51;67,,34,1,0.035
1,01001100111100001101000100001000111101100110101100101100011011110100100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;67,14;18;38;51;67,,34,1,0.035
1,01001100111100001101000100001000111101100110101100101100011011110101000000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;68,14;18;38;51;67,,34,1,0.035
1,01001100111100001101000100001000111101100110101100101100011011110101100000001001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;75,14;17;18;28;38;41;51;63;64;67,,34;45,1,0.035
1,01001100111100001101000100001000111101100110101100101100011011110101100000010001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;76,12;14;18;28;38;41;51;61;65;67,,34;45,1,0.035
1,01001100111100001101000100001000111101100110101100101100011011110101100000011000,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;18;79,13;14;18;38;48;51;67,,34;45,1,0.035
1,01001100111100001110000000001000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;23,11;14;15;17;18;38;41;48;51;62;66;67,51,34;35,1,0.051
1,01001100111100001110000100000000111101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;28,11;14;18;38;48;51;62;66;67,,34;35,1,0.034
1,01001100111100001110000100001000011101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;32,11;13;14;18;38;48;51;62;65;66;67,,34;35,1,0.036
1,01001100111100001110000100001000101101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;33,11;14;15;17;18;28;38;48;51;62;66;67;68,,34;35,1,0.035
1,01001100111100001110000100001000110101100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;34,11;14;18;31;38;48;51;61;62;64;66;67,51,34;35,1,0.035
1,01001100111100001110000100001000111001100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;35,11;14;18;38;48;51;58;62;63;65;66;67;68,,34;35,1,0.035
1,01001100111100001110000100001000111100100110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;37,11;14;16;18;31;38;48;51;62;64;66;67,,34;35,1,0.035
1,01001100111100001110000100001000111101000110101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;38,11;14;18;38;48;51;62;66;67,,34;35,1,0.034
1,01001100111100001110000100001000111101100010101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;41,11;14;18;38;48;51;62;66;67,,34;35,1,0.034
1,01001100111100001110000100001000111101100100101100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;42,11;14;15;17;18;38;48;51;61;62;63;66;67,,34;35;44,1,0.035
1,01001100111100001110000100001000111101100110001100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;44,11;12;14;16;18;21;38;41;48;51;62;66;67,,34;35,1,0.036
1,01001100111100001110000100001000111101100110100100101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;46,11;14;18;38;48;51;62;64;66;67,51,34;35;45,1,0.035
1,01001100111100001110000100001000111101100110101000101100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;47,11;12;14;18;38;41;48;51;62;66;67;68,,34;35;45,1,0.035
1,01001100111100001110000100001000111101100110101100001100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;50,11;14;15;16;18;31;38;48;51;58;62;66;67;68,,34;35;44,1,0.035
1,01001100111100001110000100001000111101100110101100100100011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;52,11;14;18;28;38;48;51;62;63;65;66;67;68,,34;35;44,1,0.035
1,01001100111100001110000100001000111101100110101100101000011011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;53,11;14;16;18;21;31;38;48;51;62;65;66;67,,34;35;44,1,0.035
1,01001100111100001110000100001000111101100110101100101100001011110101100000011001,01011100111100001111000100001000111101100110101100101100011011110101100000011001,3;19;57,11;14;18;21;38;41;48;51;61;62;64;66;67,,34;35;45,1,0.035
