node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 11110111011111101001001011100011000001100000100001000010001110000011000011100110,0,11110111001111101001011011100011000011100000100001010010101110000111100011101110,11110111011111101001001011100011000001100000100001000010001110000011000011100110, 8, False, 0.12
