orig_idx,k,flipped_indices,status,incorrect_count,correct_count,total_error_fixed
1,2,14;37,-1,0,0,2
1,2,14;42,-1,0,0,2
1,2,14;44,-1,0,0,2
1,2,14;46,-1,0,0,2
1,2,14;47,-1,0,0,2
1,2,14;48,-1,0,0,2
1,2,14;50,-1,0,0,2
1,2,14;51,-1,0,0,2
1,2,14;52,-1,0,0,2
1,2,14;53,-1,0,0,2
1,2,14;57,-1,0,0,2
1,2,14;60,-1,0,0,2
1,2,14;61,-1,0,0,2
1,2,14;66,-1,0,0,2
1,2,14;67,-1,0,0,2
1,2,14;75,-1,0,0,2
1,2,14;76,-1,0,0,2
1,2,14;79,-1,0,0,2
1,2,15;19,-1,0,0,2
1,2,15;23,-1,0,0,2
1,2,15;32,-1,0,0,2
1,2,15;33,-1,0,0,2
1,2,15;34,-1,0,0,2
1,2,15;35,-1,0,0,2
1,2,15;37,-1,0,0,2
1,2,15;42,-1,0,0,2
1,2,15;44,-1,0,0,2
1,2,15;46,-1,0,0,2
1,2,15;47,-1,0,0,2
1,2,15;48,-1,0,0,2
1,2,15;50,-1,0,0,2
1,2,15;51,-1,0,0,2
1,2,15;52,-1,0,0,2
1,2,15;53,-1,0,0,2
1,2,15;57,-1,0,0,2
1,2,15;60,-1,0,0,2
1,2,15;61,-1,0,0,2
1,2,15;66,-1,0,0,2
1,2,15;67,-1,0,0,2
1,2,15;75,-1,0,0,2
1,2,15;76,-1,0,0,2
1,2,15;79,-1,0,0,2
1,2,19;23,-1,0,0,2
1,2,19;32,-1,0,0,2
1,2,19;33,-1,0,0,2
1,2,19;34,-1,0,0,2
1,2,19;35,-1,0,0,2
1,2,19;37,-1,0,0,2
1,2,19;42,-1,0,0,2
1,2,19;44,-1,0,0,2
1,2,19;46,-1,0,0,2
1,2,19;47,-1,0,0,2
1,2,19;48,-1,0,0,2
1,2,19;50,-1,0,0,2
1,2,19;51,-1,0,0,2
1,2,19;52,-1,0,0,2
1,2,19;53,-1,0,0,2
1,2,19;57,-1,0,0,2
1,2,19;60,-1,0,0,2
1,2,19;61,-1,0,0,2
1,2,19;66,-1,0,0,2
1,2,19;67,-1,0,0,2
1,2,19;75,-1,0,0,2
1,2,19;76,-1,0,0,2
1,2,19;79,-1,0,0,2
1,2,23;32,-1,0,0,2
1,2,23;33,-1,0,0,2
1,2,23;34,-1,0,0,2
1,2,23;35,-1,0,0,2
1,2,23;37,-1,0,0,2
1,2,23;42,-1,0,0,2
1,2,23;44,-1,0,0,2
1,2,23;46,-1,0,0,2
1,2,23;47,-1,0,0,2
1,2,23;48,-1,0,0,2
1,2,23;50,-1,0,0,2
1,2,23;51,-1,0,0,2
1,2,23;52,-1,0,0,2
1,2,23;53,-1,0,0,2
1,2,23;57,-1,0,0,2
1,2,23;60,-1,0,0,2
1,2,23;61,-1,0,0,2
1,2,23;66,-1,0,0,2
1,2,23;67,-1,0,0,2
1,2,23;75,-1,0,0,2
1,2,23;76,-1,0,0,2
1,2,23;79,-1,0,0,2
1,2,32;33,-1,0,0,2
1,2,32;34,-1,0,0,2
1,2,32;35,-1,0,0,2
1,2,32;37,-1,0,0,2
1,2,32;42,-1,0,0,2
1,2,32;44,-1,0,0,2
1,2,32;46,-1,0,0,2
1,2,32;47,-1,0,0,2
1,2,32;48,-1,0,0,2
1,2,32;50,-1,0,0,2
1,2,32;51,-1,0,0,2
1,2,32;52,-1,0,0,2
1,2,32;53,-1,0,0,2
1,2,32;57,-1,0,0,2
1,2,32;60,-1,0,0,2
1,2,32;61,-1,0,0,2
1,2,32;66,-1,0,0,2
1,2,32;67,-1,0,0,2
1,2,32;75,-1,0,0,2
1,2,32;76,-1,0,0,2
1,2,32;79,-1,0,0,2
1,2,33;34,-1,0,0,2
1,2,33;35,-1,0,0,2
1,2,33;37,-1,0,0,2
1,2,33;42,-1,0,0,2
1,2,33;44,-1,0,0,2
1,2,33;46,-1,0,0,2
1,2,33;47,-1,0,0,2
1,2,33;48,-1,0,0,2
1,2,33;50,-1,0,0,2
1,2,33;51,-1,0,0,2
1,2,33;52,-1,0,0,2
1,2,33;53,-1,0,0,2
1,2,33;57,-1,0,0,2
1,2,33;60,-1,0,0,2
1,2,33;61,-1,0,0,2
1,2,33;66,-1,0,0,2
1,2,33;67,-1,0,0,2
1,2,33;75,-1,0,0,2
1,2,33;76,-1,0,0,2
1,2,33;79,-1,0,0,2
1,2,34;35,-1,0,0,2
1,2,34;37,-1,0,0,2
1,2,34;42,-1,0,0,2
1,2,34;44,-1,0,0,2
1,2,34;46,-1,0,0,2
1,2,34;47,-1,0,0,2
1,2,34;48,-1,0,0,2
1,2,34;50,-1,0,0,2
1,2,34;51,-1,0,0,2
1,2,34;52,-1,0,0,2
1,2,34;53,-1,0,0,2
1,2,34;57,-1,0,0,2
1,2,34;60,-1,0,0,2
1,2,34;61,-1,0,0,2
1,2,34;66,-1,0,0,2
1,2,34;67,-1,0,0,2
1,2,34;75,-1,0,0,2
1,2,34;76,-1,0,0,2
1,2,34;79,-1,0,0,2
1,2,35;37,-1,0,0,2
1,2,35;42,-1,0,0,2
1,2,35;44,-1,0,0,2
1,2,35;46,-1,0,0,2
1,2,35;47,-1,0,0,2
1,2,35;48,-1,0,0,2
1,2,35;50,-1,0,0,2
1,2,35;51,-1,0,0,2
1,2,35;52,-1,0,0,2
1,2,35;53,-1,0,0,2
1,2,35;57,-1,0,0,2
1,2,35;60,-1,0,0,2
1,2,35;61,-1,0,0,2
1,2,35;66,-1,0,0,2
1,2,35;67,-1,0,0,2
1,2,35;75,-1,0,0,2
1,2,35;76,-1,0,0,2
1,2,35;79,-1,0,0,2
1,2,37;42,-1,0,0,2
1,2,37;44,-1,0,0,2
1,2,37;46,-1,0,0,2
1,2,37;47,-1,0,0,2
1,2,37;48,-1,0,0,2
1,2,37;50,-1,0,0,2
1,2,37;51,-1,0,0,2
1,2,37;52,-1,0,0,2
1,2,37;53,-1,0,0,2
1,2,37;57,-1,0,0,2
1,2,37;60,-1,0,0,2
1,2,37;61,-1,0,0,2
1,2,37;66,-1,0,0,2
1,2,37;67,-1,0,0,2
1,2,37;75,-1,0,0,2
1,2,37;76,-1,0,0,2
1,2,37;79,-1,0,0,2
1,2,42;44,-1,0,0,2
1,2,42;46,-1,0,0,2
1,2,42;47,-1,0,0,2
1,2,42;48,-1,0,0,2
1,2,42;50,-1,0,0,2
1,2,42;51,-1,0,0,2
1,2,42;52,-1,0,0,2
1,2,42;53,-1,0,0,2
1,2,42;57,-1,0,0,2
1,2,42;60,-1,0,0,2
1,2,42;61,-1,0,0,2
1,2,42;66,-1,0,0,2
1,2,42;67,-1,0,0,2
1,2,42;75,-1,0,0,2
1,2,42;76,-1,0,0,2
1,2,42;79,-1,0,0,2
1,2,44;46,-1,0,0,2
1,2,44;47,-1,0,0,2
1,2,44;48,-1,0,0,2
1,2,44;50,-1,0,0,2
1,2,44;51,-1,0,0,2
1,2,44;52,-1,0,0,2
1,2,44;53,-1,0,0,2
1,2,44;57,-1,0,0,2
1,2,44;60,-1,0,0,2
1,2,44;61,-1,0,0,2
1,2,44;66,-1,0,0,2
1,2,44;67,-1,0,0,2
1,2,44;75,-1,0,0,2
1,2,44;76,-1,0,0,2
1,2,44;79,-1,0,0,2
1,2,46;47,-1,0,0,2
1,2,46;48,-1,0,0,2
1,2,46;50,-1,0,0,2
1,2,46;51,-1,0,0,2
1,2,46;52,-1,0,0,2
1,2,46;53,-1,0,0,2
1,2,46;57,-1,0,0,2
1,2,46;60,-1,0,0,2
1,2,46;61,-1,0,0,2
1,2,46;66,-1,0,0,2
1,2,46;67,-1,0,0,2
1,2,46;75,-1,0,0,2
1,2,46;76,-1,0,0,2
1,2,46;79,-1,0,0,2
1,2,47;48,-1,0,0,2
1,2,47;50,-1,0,0,2
1,2,47;51,-1,0,0,2
1,2,47;52,-1,0,0,2
1,2,47;53,-1,0,0,2
1,2,47;57,-1,0,0,2
1,2,47;60,-1,0,0,2
1,2,47;61,-1,0,0,2
1,2,47;66,-1,0,0,2
1,2,47;67,-1,0,0,2
1,2,47;75,-1,0,0,2
1,2,47;76,-1,0,0,2
1,2,47;79,-1,0,0,2
1,2,48;50,-1,0,0,2
1,2,48;51,-1,0,0,2
1,2,48;52,-1,0,0,2
1,2,48;53,-1,0,0,2
1,2,48;57,-1,0,0,2
1,2,48;60,-1,0,0,2
1,2,48;61,-1,0,0,2
1,2,48;66,-1,0,0,2
1,2,48;67,-1,0,0,2
1,2,48;75,-1,0,0,2
1,2,48;76,-1,0,0,2
1,2,48;79,-1,0,0,2
1,2,50;51,-1,0,0,2
1,2,50;52,-1,0,0,2
1,2,50;53,-1,0,0,2
1,2,50;57,-1,0,0,2
1,2,50;60,-1,0,0,2
1,2,50;61,-1,0,0,2
1,2,50;66,-1,0,0,2
1,2,50;67,-1,0,0,2
1,2,50;75,-1,0,0,2
1,2,50;76,-1,0,0,2
1,2,50;79,-1,0,0,2
1,2,51;52,-1,0,0,2
1,2,51;53,-1,0,0,2
1,2,51;57,-1,0,0,2
1,2,51;60,-1,0,0,2
1,2,51;61,-1,0,0,2
1,2,51;66,-1,0,0,2
1,2,51;67,-1,0,0,2
1,2,51;75,-1,0,0,2
1,2,51;76,-1,0,0,2
1,2,51;79,-1,0,0,2
1,2,52;53,-1,0,0,2
1,2,52;57,-1,0,0,2
1,2,52;60,-1,0,0,2
1,2,52;61,-1,0,0,2
1,2,52;66,-1,0,0,2
1,2,52;67,-1,0,0,2
1,2,52;75,-1,0,0,2
1,2,52;76,-1,0,0,2
1,2,52;79,-1,0,0,2
1,2,53;57,-1,0,0,2
1,2,53;60,-1,0,0,2
1,2,53;61,-1,0,0,2
1,2,53;66,-1,0,0,2
1,2,53;67,-1,0,0,2
1,2,53;75,-1,0,0,2
1,2,53;76,-1,0,0,2
1,2,53;79,-1,0,0,2
1,2,57;60,-1,0,0,2
1,2,57;61,-1,0,0,2
1,2,57;66,-1,0,0,2
1,2,57;67,-1,0,0,2
1,2,57;75,-1,0,0,2
1,2,57;76,-1,0,0,2
1,2,57;79,-1,0,0,2
1,2,60;61,-1,0,0,2
1,2,60;66,-1,0,0,2
1,2,60;67,-1,0,0,2
1,2,60;75,-1,0,0,2
1,2,60;76,-1,0,0,2
1,2,60;79,-1,0,0,2
1,2,61;66,-1,0,0,2
1,2,61;67,-1,0,0,2
1,2,61;75,-1,0,0,2
1,2,61;76,-1,0,0,2
1,2,61;79,-1,0,0,2
1,2,66;67,-1,0,0,2
1,2,66;75,-1,0,0,2
1,2,66;76,-1,0,0,2
1,2,66;79,-1,0,0,2
1,2,67;75,-1,0,0,2
1,2,67;76,-1,0,0,2
1,2,67;79,-1,0,0,2
1,2,75;76,-1,0,0,2
1,2,75;79,-1,0,0,2
1,2,76;79,-1,0,0,2
2,2,0;1,-1,0,0,2
2,2,0;2,-1,0,0,2
2,2,0;3,-1,0,0,2
2,2,0;5,-1,0,0,2
2,2,0;6,-1,0,0,2
2,2,0;7,-1,0,0,2
2,2,0;9,-1,0,0,2
2,2,0;10,-1,0,0,2
2,2,0;12,-1,0,0,2
2,2,0;14,-1,0,0,2
2,2,0;16,-1,0,0,2
2,2,0;18,-1,0,0,2
2,2,0;19,-1,0,0,2
2,2,0;22,-1,0,0,2
2,2,0;24,-1,0,0,2
2,2,0;25,-1,0,0,2
2,2,0;26,-1,0,0,2
2,2,0;30,-1,0,0,2
2,2,0;37,-1,0,0,2
2,2,0;44,-1,0,0,2
2,2,0;48,-1,0,0,2
2,2,0;49,-1,0,0,2
2,2,0;51,-1,0,0,2
2,2,0;54,-1,0,0,2
2,2,0;58,-1,0,0,2
2,2,0;59,-1,0,0,2
2,2,0;60,-1,0,0,2
2,2,0;62,-1,0,0,2
2,2,0;63,-1,0,0,2
2,2,0;64,-1,0,0,2
2,2,0;65,-1,0,0,2
2,2,0;67,-1,0,0,2
2,2,0;72,-1,0,0,2
2,2,0;73,-1,0,0,2
2,2,0;74,-1,0,0,2
2,2,0;77,-1,0,0,2
2,2,0;78,-1,0,0,2
2,2,1;2,-1,0,0,2
2,2,1;3,-1,0,0,2
2,2,1;5,-1,0,0,2
2,2,1;6,-1,0,0,2
2,2,1;7,-1,0,0,2
2,2,1;9,-1,0,0,2
2,2,1;10,-1,0,0,2
2,2,1;12,-1,0,0,2
2,2,1;14,-1,0,0,2
2,2,1;16,-1,0,0,2
2,2,1;18,-1,0,0,2
2,2,1;19,-1,0,0,2
2,2,1;22,-1,0,0,2
2,2,1;24,-1,0,0,2
2,2,1;25,-1,0,0,2
2,2,1;26,-1,0,0,2
2,2,1;30,-1,0,0,2
2,2,1;37,-1,0,0,2
2,2,1;44,-1,0,0,2
2,2,1;48,-1,0,0,2
2,2,1;49,-1,0,0,2
2,2,1;51,-1,0,0,2
2,2,1;54,-1,0,0,2
2,2,1;58,-1,0,0,2
2,2,1;59,-1,0,0,2
2,2,1;60,-1,0,0,2
2,2,1;62,-1,0,0,2
2,2,1;63,-1,0,0,2
2,2,1;64,-1,0,0,2
2,2,1;65,-1,0,0,2
2,2,1;67,-1,0,0,2
2,2,1;72,-1,0,0,2
2,2,1;73,-1,0,0,2
2,2,1;74,-1,0,0,2
2,2,1;77,-1,0,0,2
2,2,1;78,-1,0,0,2
2,2,2;3,-1,0,0,2
2,2,2;5,-1,0,0,2
2,2,2;6,-1,0,0,2
2,2,2;7,-1,0,0,2
2,2,2;9,-1,0,0,2
2,2,2;10,-1,0,0,2
2,2,2;12,-1,0,0,2
2,2,2;14,-1,0,0,2
2,2,2;16,-1,0,0,2
2,2,2;18,-1,0,0,2
2,2,2;19,-1,0,0,2
2,2,2;22,-1,0,0,2
2,2,2;24,-1,0,0,2
2,2,2;25,-1,0,0,2
2,2,2;26,-1,0,0,2
2,2,2;30,-1,0,0,2
2,2,2;37,-1,0,0,2
2,2,2;44,-1,0,0,2
2,2,2;48,-1,0,0,2
2,2,2;49,-1,0,0,2
2,2,2;51,-1,0,0,2
2,2,2;54,-1,0,0,2
2,2,2;58,-1,0,0,2
2,2,2;59,-1,0,0,2
2,2,2;60,-1,0,0,2
2,2,2;62,-1,0,0,2
2,2,2;63,-1,0,0,2
2,2,2;64,-1,0,0,2
2,2,2;65,-1,0,0,2
2,2,2;67,-1,0,0,2
2,2,2;72,-1,0,0,2
2,2,2;73,-1,0,0,2
2,2,2;74,-1,0,0,2
2,2,2;77,-1,0,0,2
2,2,2;78,-1,0,0,2
2,2,3;5,-1,0,0,2
2,2,3;6,-1,0,0,2
2,2,3;7,-1,0,0,2
2,2,3;9,-1,0,0,2
2,2,3;10,-1,0,0,2
2,2,3;12,-1,0,0,2
2,2,3;14,-1,0,0,2
2,2,3;16,-1,0,0,2
2,2,3;18,-1,0,0,2
2,2,3;19,-1,0,0,2
2,2,3;22,-1,0,0,2
2,2,3;24,-1,0,0,2
2,2,3;25,-1,0,0,2
2,2,3;26,-1,0,0,2
2,2,3;30,-1,0,0,2
2,2,3;37,-1,0,0,2
2,2,3;44,-1,0,0,2
2,2,3;48,-1,0,0,2
2,2,3;49,-1,0,0,2
2,2,3;51,-1,0,0,2
2,2,3;54,-1,0,0,2
2,2,3;58,-1,0,0,2
2,2,3;59,-1,0,0,2
2,2,3;60,-1,0,0,2
2,2,3;62,-1,0,0,2
2,2,3;63,-1,0,0,2
2,2,3;64,-1,0,0,2
2,2,3;65,-1,0,0,2
2,2,3;67,-1,0,0,2
2,2,3;72,-1,0,0,2
2,2,3;73,-1,0,0,2
2,2,3;74,-1,0,0,2
2,2,3;77,-1,0,0,2
2,2,3;78,-1,0,0,2
2,2,5;6,-1,0,0,2
2,2,5;7,-1,0,0,2
2,2,5;9,-1,0,0,2
2,2,5;10,-1,0,0,2
2,2,5;12,-1,0,0,2
2,2,5;14,-1,0,0,2
2,2,5;16,-1,0,0,2
2,2,5;18,-1,0,0,2
2,2,5;19,-1,0,0,2
2,2,5;22,-1,0,0,2
2,2,5;24,-1,0,0,2
2,2,5;25,-1,0,0,2
2,2,5;26,-1,0,0,2
2,2,5;30,-1,0,0,2
2,2,5;37,-1,0,0,2
2,2,5;44,-1,0,0,2
2,2,5;48,-1,0,0,2
2,2,5;49,-1,0,0,2
2,2,5;51,-1,0,0,2
2,2,5;54,-1,0,0,2
2,2,5;58,-1,0,0,2
2,2,5;59,-1,0,0,2
2,2,5;60,-1,0,0,2
2,2,5;62,-1,0,0,2
2,2,5;63,-1,0,0,2
2,2,5;64,-1,0,0,2
2,2,5;65,-1,0,0,2
2,2,5;67,-1,0,0,2
2,2,5;72,-1,0,0,2
2,2,5;73,-1,0,0,2
2,2,5;74,-1,0,0,2
2,2,5;77,-1,0,0,2
2,2,5;78,-1,0,0,2
2,2,6;7,-1,0,0,2
2,2,6;9,-1,0,0,2
2,2,6;10,-1,0,0,2
2,2,6;12,-1,0,0,2
2,2,6;14,-1,0,0,2
2,2,6;16,-1,0,0,2
2,2,6;18,-1,0,0,2
2,2,6;19,-1,0,0,2
2,2,6;22,-1,0,0,2
2,2,6;24,-1,0,0,2
2,2,6;25,-1,0,0,2
2,2,6;26,-1,0,0,2
2,2,6;30,-1,0,0,2
2,2,6;37,-1,0,0,2
2,2,6;44,-1,0,0,2
2,2,6;48,-1,0,0,2
2,2,6;49,-1,0,0,2
2,2,6;51,-1,0,0,2
2,2,6;54,-1,0,0,2
2,2,6;58,-1,0,0,2
2,2,6;59,-1,0,0,2
2,2,6;60,-1,0,0,2
2,2,6;62,-1,0,0,2
2,2,6;63,-1,0,0,2
2,2,6;64,-1,0,0,2
2,2,6;65,-1,0,0,2
2,2,6;67,-1,0,0,2
2,2,6;72,-1,0,0,2
2,2,6;73,-1,0,0,2
2,2,6;74,-1,0,0,2
2,2,6;77,-1,0,0,2
2,2,6;78,-1,0,0,2
2,2,7;9,-1,0,0,2
2,2,7;10,-1,0,0,2
2,2,7;12,-1,0,0,2
2,2,7;14,-1,0,0,2
2,2,7;16,-1,0,0,2
2,2,7;18,-1,0,0,2
2,2,7;19,-1,0,0,2
2,2,7;22,-1,0,0,2
2,2,7;24,-1,0,0,2
2,2,7;25,-1,0,0,2
2,2,7;26,-1,0,0,2
2,2,7;30,-1,0,0,2
2,2,7;37,-1,0,0,2
2,2,7;44,-1,0,0,2
2,2,7;48,-1,0,0,2
2,2,7;49,-1,0,0,2
2,2,7;51,-1,0,0,2
2,2,7;54,-1,0,0,2
2,2,7;58,-1,0,0,2
2,2,7;59,-1,0,0,2
2,2,7;60,-1,0,0,2
2,2,7;62,-1,0,0,2
2,2,7;63,-1,0,0,2
2,2,7;64,-1,0,0,2
2,2,7;65,-1,0,0,2
2,2,7;67,-1,0,0,2
2,2,7;72,-1,0,0,2
2,2,7;73,-1,0,0,2
2,2,7;74,-1,0,0,2
2,2,7;77,-1,0,0,2
2,2,7;78,-1,0,0,2
2,2,9;10,-1,0,0,2
2,2,9;12,-1,0,0,2
2,2,9;14,-1,0,0,2
2,2,9;16,-1,0,0,2
2,2,9;18,-1,0,0,2
2,2,9;19,-1,0,0,2
2,2,9;22,-1,0,0,2
2,2,9;24,-1,0,0,2
2,2,9;25,-1,0,0,2
2,2,9;26,-1,0,0,2
2,2,9;30,-1,0,0,2
2,2,9;37,-1,0,0,2
2,2,9;44,-1,0,0,2
2,2,9;48,-1,0,0,2
2,2,9;49,-1,0,0,2
2,2,9;51,-1,0,0,2
2,2,9;54,-1,0,0,2
2,2,9;58,-1,0,0,2
2,2,9;59,-1,0,0,2
2,2,9;60,-1,0,0,2
2,2,9;62,-1,0,0,2
2,2,9;63,-1,0,0,2
2,2,9;64,-1,0,0,2
2,2,9;65,-1,0,0,2
2,2,9;67,-1,0,0,2
2,2,9;72,-1,0,0,2
2,2,9;73,-1,0,0,2
2,2,9;74,-1,0,0,2
2,2,9;77,-1,0,0,2
2,2,9;78,-1,0,0,2
2,2,10;12,-1,0,0,2
2,2,10;14,-1,0,0,2
2,2,10;16,-1,0,0,2
2,2,10;18,-1,0,0,2
2,2,10;19,-1,0,0,2
2,2,10;22,-1,0,0,2
2,2,10;24,-1,0,0,2
2,2,10;25,-1,0,0,2
2,2,10;26,-1,0,0,2
2,2,10;30,-1,0,0,2
2,2,10;37,-1,0,0,2
2,2,10;44,-1,0,0,2
2,2,10;48,-1,0,0,2
2,2,10;49,-1,0,0,2
2,2,10;51,-1,0,0,2
2,2,10;54,-1,0,0,2
2,2,10;58,-1,0,0,2
2,2,10;59,-1,0,0,2
2,2,10;60,-1,0,0,2
2,2,10;62,-1,0,0,2
2,2,10;63,-1,0,0,2
2,2,10;64,-1,0,0,2
2,2,10;65,-1,0,0,2
2,2,10;67,-1,0,0,2
2,2,10;72,-1,0,0,2
2,2,10;73,-1,0,0,2
2,2,10;74,-1,0,0,2
2,2,10;77,-1,0,0,2
2,2,10;78,-1,0,0,2
2,2,12;14,-1,0,0,2
2,2,12;16,-1,0,0,2
2,2,12;18,-1,0,0,2
2,2,12;19,-1,0,0,2
2,2,12;22,-1,0,0,2
2,2,12;24,-1,0,0,2
2,2,12;25,-1,0,0,2
2,2,12;26,-1,0,0,2
2,2,12;30,-1,0,0,2
2,2,12;37,-1,0,0,2
2,2,12;44,-1,0,0,2
2,2,12;48,-1,0,0,2
2,2,12;49,-1,0,0,2
2,2,12;51,-1,0,0,2
2,2,12;54,-1,0,0,2
2,2,12;58,-1,0,0,2
2,2,12;59,-1,0,0,2
2,2,12;60,-1,0,0,2
2,2,12;62,-1,0,0,2
2,2,12;63,-1,0,0,2
2,2,12;64,-1,0,0,2
2,2,12;65,-1,0,0,2
2,2,12;67,-1,0,0,2
2,2,12;72,-1,0,0,2
2,2,12;73,-1,0,0,2
2,2,12;74,-1,0,0,2
2,2,12;77,-1,0,0,2
2,2,12;78,-1,0,0,2
2,2,14;16,-1,0,0,2
2,2,14;18,-1,0,0,2
2,2,14;19,-1,0,0,2
2,2,14;22,-1,0,0,2
2,2,14;24,-1,0,0,2
2,2,14;25,-1,0,0,2
2,2,14;26,-1,0,0,2
2,2,14;30,-1,0,0,2
2,2,14;37,-1,0,0,2
2,2,14;44,-1,0,0,2
2,2,14;48,-1,0,0,2
2,2,14;49,-1,0,0,2
2,2,14;51,-1,0,0,2
2,2,14;54,-1,0,0,2
2,2,14;58,-1,0,0,2
2,2,14;59,-1,0,0,2
2,2,14;60,-1,0,0,2
2,2,14;62,-1,0,0,2
2,2,14;63,-1,0,0,2
2,2,14;64,-1,0,0,2
2,2,14;65,-1,0,0,2
2,2,14;67,-1,0,0,2
2,2,14;72,-1,0,0,2
2,2,14;73,-1,0,0,2
2,2,14;74,-1,0,0,2
2,2,14;77,-1,0,0,2
2,2,14;78,-1,0,0,2
2,2,16;18,-1,0,0,2
2,2,16;19,-1,0,0,2
2,2,16;22,-1,0,0,2
2,2,16;24,-1,0,0,2
2,2,16;25,-1,0,0,2
2,2,16;26,-1,0,0,2
2,2,16;30,-1,0,0,2
2,2,16;37,-1,0,0,2
2,2,16;44,-1,0,0,2
2,2,16;48,-1,0,0,2
2,2,16;49,-1,0,0,2
2,2,16;51,-1,0,0,2
2,2,16;54,-1,0,0,2
2,2,16;58,-1,0,0,2
2,2,16;59,-1,0,0,2
2,2,16;60,-1,0,0,2
2,2,16;62,-1,0,0,2
2,2,16;63,-1,0,0,2
2,2,16;64,-1,0,0,2
2,2,16;65,-1,0,0,2
2,2,16;67,-1,0,0,2
2,2,16;72,-1,0,0,2
2,2,16;73,-1,0,0,2
2,2,16;74,-1,0,0,2
2,2,16;77,-1,0,0,2
2,2,16;78,-1,0,0,2
2,2,18;19,-1,0,0,2
2,2,18;22,-1,0,0,2
2,2,18;24,-1,0,0,2
2,2,18;25,-1,0,0,2
2,2,18;26,-1,0,0,2
2,2,18;30,-1,0,0,2
2,2,18;37,-1,0,0,2
2,2,18;44,-1,0,0,2
2,2,18;48,-1,0,0,2
2,2,18;49,-1,0,0,2
2,2,18;51,-1,0,0,2
2,2,18;54,-1,0,0,2
2,2,18;58,-1,0,0,2
2,2,18;59,-1,0,0,2
2,2,18;60,-1,0,0,2
2,2,18;62,-1,0,0,2
2,2,18;63,-1,0,0,2
2,2,18;64,-1,0,0,2
2,2,18;65,-1,0,0,2
2,2,18;67,-1,0,0,2
2,2,18;72,-1,0,0,2
2,2,18;73,-1,0,0,2
2,2,18;74,-1,0,0,2
2,2,18;77,-1,0,0,2
2,2,18;78,-1,0,0,2
2,2,19;22,-1,0,0,2
2,2,19;24,-1,0,0,2
2,2,19;25,-1,0,0,2
2,2,19;26,-1,0,0,2
2,2,19;30,-1,0,0,2
2,2,19;37,-1,0,0,2
2,2,19;44,-1,0,0,2
2,2,19;48,-1,0,0,2
2,2,19;49,-1,0,0,2
2,2,19;51,-1,0,0,2
2,2,19;54,-1,0,0,2
2,2,19;58,-1,0,0,2
2,2,19;59,-1,0,0,2
2,2,19;60,-1,0,0,2
2,2,19;62,-1,0,0,2
2,2,19;63,-1,0,0,2
2,2,19;64,-1,0,0,2
2,2,19;65,-1,0,0,2
2,2,19;67,-1,0,0,2
2,2,19;72,-1,0,0,2
2,2,19;73,-1,0,0,2
2,2,19;74,-1,0,0,2
2,2,19;77,-1,0,0,2
2,2,19;78,-1,0,0,2
2,2,22;24,-1,0,0,2
2,2,22;25,-1,0,0,2
2,2,22;26,-1,0,0,2
2,2,22;30,-1,0,0,2
2,2,22;37,-1,0,0,2
2,2,22;44,-1,0,0,2
2,2,22;48,-1,0,0,2
2,2,22;49,-1,0,0,2
2,2,22;51,-1,0,0,2
2,2,22;54,-1,0,0,2
2,2,22;58,-1,0,0,2
2,2,22;59,-1,0,0,2
2,2,22;60,-1,0,0,2
2,2,22;62,-1,0,0,2
2,2,22;63,-1,0,0,2
2,2,22;64,-1,0,0,2
2,2,22;65,-1,0,0,2
2,2,22;67,-1,0,0,2
2,2,22;72,-1,0,0,2
2,2,22;73,-1,0,0,2
2,2,22;74,-1,0,0,2
2,2,22;77,-1,0,0,2
2,2,22;78,-1,0,0,2
2,2,24;25,-1,0,0,2
2,2,24;26,-1,0,0,2
2,2,24;30,-1,0,0,2
2,2,24;37,-1,0,0,2
2,2,24;44,-1,0,0,2
2,2,24;48,-1,0,0,2
2,2,24;49,-1,0,0,2
2,2,24;51,-1,0,0,2
2,2,24;54,-1,0,0,2
2,2,24;58,-1,0,0,2
2,2,24;59,-1,0,0,2
2,2,24;60,-1,0,0,2
2,2,24;62,-1,0,0,2
2,2,24;63,-1,0,0,2
2,2,24;64,-1,0,0,2
2,2,24;65,-1,0,0,2
2,2,24;67,-1,0,0,2
2,2,24;72,-1,0,0,2
2,2,24;73,-1,0,0,2
2,2,24;74,-1,0,0,2
2,2,24;77,-1,0,0,2
2,2,24;78,-1,0,0,2
2,2,25;26,-1,0,0,2
2,2,25;30,-1,0,0,2
2,2,25;37,-1,0,0,2
2,2,25;44,-1,0,0,2
2,2,25;48,-1,0,0,2
2,2,25;49,-1,0,0,2
2,2,25;51,-1,0,0,2
2,2,25;54,-1,0,0,2
2,2,25;58,-1,0,0,2
2,2,25;59,-1,0,0,2
2,2,25;60,-1,0,0,2
2,2,25;62,-1,0,0,2
2,2,25;63,-1,0,0,2
2,2,25;64,-1,0,0,2
2,2,25;65,-1,0,0,2
2,2,25;67,-1,0,0,2
2,2,25;72,-1,0,0,2
2,2,25;73,-1,0,0,2
2,2,25;74,-1,0,0,2
2,2,25;77,-1,0,0,2
2,2,25;78,-1,0,0,2
2,2,26;30,-1,0,0,2
2,2,26;37,-1,0,0,2
2,2,26;44,-1,0,0,2
2,2,26;48,-1,0,0,2
2,2,26;49,-1,0,0,2
2,2,26;51,-1,0,0,2
2,2,26;54,-1,0,0,2
2,2,26;58,-1,0,0,2
2,2,26;59,-1,0,0,2
2,2,26;60,-1,0,0,2
