Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011011111001100000000110101010100011000010011001001011011111100001101000,1,[26], ,1,[(2  6)],0,0,01000100011011111001100000100110101010100011000010011001001011011111100001101000,0100010001100001011101000110000100100000011010,0.001
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011011111001100000100110101010100011000010010001001011011101100001101000,2,[52, 66], ,2,[(5  2)  (6  6)],0,0,01000100011011111001100000100110101010100011000010011001001011011111100001101000,0100010001100001011101000110000100100000011010,0.008
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100010011111000100000100110101010100011000010011001001001011111100001101000,3,[19, 10, 60], ,3,[(1  9)  (1  0)  (6  0)],0,0,01000100011011111001100000100110101010100011000010011001001011011111100001101000,0100010001100001011101000110000100100000011010,0.023
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100010011111000100000100100101010100011000010011001001011001111100001101000,4,[19, 10, 30, 63], ,4,[(1  9)  (3  0)  (1  0)  (6  3)],0,0,01000100011011111001100000100110101010100011000010011001001011011111100001101000,0100010001100001011101000110000100100000011010,0.015
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011011111000000000100110001010100011000010011001001011011111000001001000,5,[19, 20, 68, 74, 32], ,5,[(2  0)  (3  2)  (1  9)  (7  4)  (6  8)],0,0,01000100011011111001100000100110101010100011000010011001001011011111100001101000,0100010001100001011101000110000100100000011010,8.777
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100010001111001100000100110101010100011000000010001001011001111100001001000,6,[12, 63, 74, 48, 10, 52], ,6,[(5  2)  (1  0)  (7  4)  (1  2)  (4  8)  (6  3)],0,0,01000100011011111001100000100110101010100011000010011001001011011111100001101000,0100010001100001011101000110000100100000011010,7.467
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011001111001000000100110101010100011000000010001001011010110100001001000,7,[20, 52, 67, 12, 48, 74, 64], ,7,[(4  4)  (7  0)  (2  0)  (1  2)  (6  4)  (6  2)  (4  1)],0,0,01000100011011111001100000100110101010100111100000010001001011111110101001001000,0100010001100001011101000110000000100010010010,3.372
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,00000100011011111001100000100110101010100010000000011000001010011111000000001000,8,[68, 61, 48, 1, 55, 73, 74, 43], ,6,[(0  2)  (4  7)  (7  3)  (2  8)  (2  1)  (3  1)],0,0,00100100011011111001110000101111101010100010000100011000001010011111000001001000,0010010001100001011101000100100100000000010010,1.775
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000000011011101001100000000110101010000011000010010001001011000110100000101000,9,[67, 63, 5, 52, 73, 15, 64, 38, 26], ,7,[(2  4)  (3  2)  (7  5)  (7  8)  (3  1)  (6  7)  (6  3)],0,2,01000000011011101001100010000111001010000011000010010001001011010111100000111010,0100000001100100011001000110000000100000001110,13.392
