Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011100011001100000100111101010100011000010011001001011110011000000101000,1,[73], ,1,[(7  3)],0,0,01000100011100011001100000100111101010100011000010011001001011110011000001101000,0100010001100001011101000110000100100000011010,0.0
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011100011001100000100111001010100011000010011001001010110011000001101000,2,[32, 61], ,2,[(3  2)  (6  1)],0,0,01000100011100011001100000100111101010100011000010011001001011110011000001101000,0100010001100001011101000110000100100000011010,0.003
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100010100011001100000100010101010100011000010011001001011110011000001101000,3,[29, 31, 10], ,3,[(2  9)  (1  0)  (3  1)],0,0,01000100011100011001100000100111101010100011000010011001001011110011000001101000,0100010001100001011101000110000100100000011010,0.005
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,00000100011000011001100000100111101010100011000010011001001011110011000000001000,4,[11, 74, 73, 1], ,8,[(5  5)  (0  1)  (0  0)  (1  7)  (7  9)  (2  3)  (2  8)  (6  5)],0,1,11000100011000011101100100101111101010100011000010011000001011110111000000001001,1100010001101001011101000110000100000000000010,0.021
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000000011100011001000000100111101010100010000010011001001001110011000000101000,5,[73, 60, 5, 20, 43], ,5,[(4  3)  (0  5)  (7  3)  (2  0)  (6  0)],0,0,01000100011100011001100000100111101010100011000010011001001011110011000001101000,0100010001100001011101000110000100100000011010,0.7
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011000011001100000000100101000100011000010011001001010110011000001101000,6,[31, 30, 61, 36, 11, 26], ,8,[(3  6)  (2  6)  (2  0)  (2  1)  (0  2)  (3  0)  (7  9)  (4  5)],0,1,01100100011000011001010000100110101010100011010010011001001010110011000001101001,0110010001000001011101000110000100100000011010,0.022
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000000010100001001000000000101101010100011000010011001001011110001000001101000,7,[15, 30, 10, 5, 20, 66, 26], ,8,[(2  4)  (6  8)  (4  1)  (0  1)  (1  2)  (6  4)  (1  0)  (1  5)],0,0,00000000011110011001000010000101101010100111000010011001001011111001100001101000,0000000001000100010101000110000100100000011010,0.164
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,00000100011000001001100000100111001000100011000000011000001011110011000001001000,8,[36, 1, 55, 48, 15, 74, 32, 11], ,8,[(7  9)  (3  9)  (7  6)  (4  7)  (2  8)  (6  4)  (7  0)  (4  8)],0,1,00000100011000001001100000101111001000110011000110011000001011111011001001000001,0000010001100001011000010110100100000010010000,1.034
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,00000100010100001001100000100111001000100011000010011001000011100010000001100000,9,[58, 76, 63, 32, 67, 1, 10, 36, 15], ,6,[(4  3)  (7  9)  (2  1)  (6  7)  (1  0)  (5  1)],3,1,00000110001001000111010010011001000011000101010011110100000110010001101000100001,0000011000000100100001100010011010000110001000,0.031
