Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011101101011110000101110101010000010000010001001000011111100000001101000,1,[43], ,1,[(4  3)],0,0,01000100011101101011110000101110101010000011000010001001000011111100000001101000,0100010001100001011101000110000100100000011010,0.001
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011101001011110000101110101010000011000010001001000011111100000000101000,2,[73, 14], ,2,[(7  3)  (1  4)],0,0,01000100011101101011110000101110101010000011000010001001000011111100000001101000,0100010001100001011101000110000100100000011010,0.002
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100010101001011110000100110101010000011000010001001000011111100000001101000,3,[10, 14, 28], ,3,[(1  0)  (1  4)  (2  8)],0,0,01000100011101101011110000101110101010000011000010001001000011111100000001101000,0100010001100001011101000110000100100000011010,0.005
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011100101011110000100110001010000011000010000001000011111100000001101000,4,[52, 13, 32, 28], ,4,[(3  2)  (1  3)  (5  2)  (2  8)],0,0,01000100011101101011110000101110101010000011000010001001000011111100000001101000,0100010001100001011101000110000100100000011010,0.005
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,00000100001101101010100000101110101010000011000010001001000011011100000001101000,5,[1, 62, 21, 19, 9], ,8,[(0  1)  (0  9)  (6  6)  (6  2)  (1  9)  (1  2)  (3  0)  (0  4)],0,0,01001100011111101011100000101100101010000011000010001001000011111110000001101000,0100110001100001010101000110000100100000011010,0.018
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011100100011110000101010101010000011000010000001000011100100000001101000,6,[29, 63, 13, 64, 16, 52], ,6,[(2  9)  (1  3)  (1  6)  (5  2)  (6  3)  (6  4)],0,0,01000100011101101011110000101110101010000011000010001001000011111100000001101000,0100010001100001011101000110000100100000011010,0.107
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011101001001010000101110101010000000000000000001000011110100000001101000,8,[14, 52, 64, 20, 48, 18, 43, 42], ,8,[(2  0)  (7  5)  (5  2)  (4  8)  (5  1)  (3  1)  (5  7)  (1  8)],0,0,01000100011101001011110000101111101010000000000010011001010011110100000001111000,0100010001100001011101000000000100101000011110,0.158
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01000100011101000011010000101110100010000011000010001000000001111100000000000000,9,[34, 20, 76, 16, 60, 74, 55, 14, 73], ,8,[(7  8)  (7  3)  (7  6)  (6  0)  (2  5)  (5  0)  (2  7)  (1  7)],0,2,01000100011101000111010001111110100010000011000010101000000011111100000001001010,0100010001000011111101000110001100000000010010,4.26
Line number in file, origami, Induced Errors, Errors Positions, status,error,error location,orientation,decoded index,decoded origami, decoded data,decoding time
0,01011100011001110101000100000000111101100010101100111100011011000010100000011001,1,[8], ,1,[(0  8)],0,1,01011100111001110101000100000000111101100010101100111100011011000010100000011001,0101110011001000000110100101101110001000000110,0.001
