node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000001101000011100000100111101010000111000010001001000011100100000001101000,[1, 5, 9],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.007
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000010101000011100000100111101010000111000010001001000011100100000001101000,[[1, 5, 10]],01000100011101000011100000100111101010000111000010001001000011100100000001101000, False, 0.078
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011001000011100000100111101010000111000010001001000011100100000001101000,[1, 5, 11],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.01
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011100000011100000100111101010000111000010001001000011100100000001101000,[1, 5, 13],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.008
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000001100000100111101010000111000010001001000011100100000001101000,[1, 5, 18],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.004
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000010100000100111101010000111000010001001000011100100000001101000,[[1, 5, 19]],01000100011101000011100000100111101010000111000010001001000011100100000001101000, False, 0.132
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011000000100111101010000111000010001001000011100100000001101000,[1, 5, 20],00000100011101010011000000100111101010000111000010011001000011100100100001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 4, False, 0.007
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000000111101010000111000010001001000011100100000001101000,[1, 5, 26],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.012
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100011101010000111000010001001000011100100000001101000,[1, 5, 29],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.004
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100101101010000111000010001001000011100100000001101000,[1, 5, 30],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.011
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100110101010000111000010001001000011100100000001101000,[1, 5, 31],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.008
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111001010000111000010001001000011100100000001101000,[1, 5, 32],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.008
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111100010000111000010001001000011100100000001101000,[1, 5, 34],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.049
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111101000000111000010001001000011100100000001101000,[1, 5, 36],01010000011101000011100100101111101000000111000010001001000011100100100001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 5, False, 0.012
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111101010000011000010001001000011100100000001101000,[1, 5, 41],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.01
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111101010000101000010001001000011100100000001101000,[1, 5, 42],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.004
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111101010000110000010001001000011100100000001101000,[1, 5, 43],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.011
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111101010000111000000001001000011100100000001101000,[1, 5, 48],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.009
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111101010000111000010000001000011100100000001101000,[1, 5, 52],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.007
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111101010000111000010001000000011100100000001101000,[1, 5, 55],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.009
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111101010000111000010001001000001100100000001101000,[1, 5, 60],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.01
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111101010000111000010001001000010100100000001101000,[1, 5, 61],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.005
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111101010000111000010001001000011000100000001101000,[1, 5, 62],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.005
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111101010000111000010001001000011100000000001101000,[1, 5, 65],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.006
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111101010000111000010001001000011100100000000101000,[1, 5, 73],00000101111101000111100000100111111010100111000010001001000011101100000010101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 8, False, 0.02
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111101010000111000010001001000011100100000001001000,[1, 5, 74],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.011
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000000011101000011100000100111101010000111000010001001000011100100000001100000,[1, 5, 76],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.007
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000100000101000011100000100111101010000111000010001001000011100100000001101000,[1, 9, 10],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.081
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000100001001000011100000100111101010000111000010001001000011100100000001101000,[1, 9, 11],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.006
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000100001100000011100000100111101010000111000010001001000011100100000001101000,[1, 9, 13],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.006
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000100001101000001100000100111101010000111000010001001000011100100000001101000,[1, 9, 18],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.008
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
0, 00000100001101000010100000100111101010000111000010001001000011100100000001101000,[1, 9, 19],01000100011101000011100000100111101010000111000010001001000011100100000001101000,01000100011101000011100000100111101010000111000010001001000011100100000001101000, 3, True, 0.091
node, origami data, Induced Errors, decoded stream, original_origami, error_count, success, decoding time
