node,origami_data,decoded_stream,false_negatives,false_positives,success,decoding_time
1,10011000011001000110111110111100001011101111000111000101010011100101100000010000,,7,1,0,10.659
1,00000000001110010111001110100010101111000111110100111101111101100100011000011001,,6,2,0,5.917
2,00100000001001001000001011000111000011000001100111001101010001101000110100000100,10000001101001011001100011010000110000111110011001101010110011011101100010000010,8,0,1,0.278
3,01111010001011010011100000001100001001111101100001000110101101110000011100100010,,7,1,0,6.53
3,01000100111000001110110101101010000010101110111000110000000111001011010011001110,,6,1,0,7.592
4,10001000001001001111001000111001111010100011001101110101001000010010000010100000,00000100011111001001011101010101010111101111101100011010101110010111000000010100,6,2,0,0.012
5,00000001011110001100000011001001100001000110110011000000010111101000000100001000,01000010001110110011000000010101111100100110100100000011001011110011000000000101,6,1,1,0.82
5,00010000100000010111001000000001001111100010010110000011000000010001111010000000,01000010001110110011000000010101111100100110100100000011001011110011000000000101,7,0,1,0.395
