"Cluster ID","Binary String","ID","Match Score","Exact String","False Negatives","False Positives","Row Shifts","Column Shifts","Fit Quality","X Position","Y Position","Theta","Group Number"
0,"b00000000000000000000000000010000001111000010001110001000110011011010000000000000",3,5352.813142743984,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",13,11,0,0,0.7246837429043084,456.31137630317215,383.0167858090219,3.7551111120295744,0
1,"b01010001001000011000000001100000011011000001001010000000111001000100100001001000",3,4100.168844358332,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",13,17,0,0,0.995880343554533,386.95030487986173,211.35439452353646,5.416882285992317,0
2,"b00100001100000000110100010011010001000001000000100001011100011101110010111001101",2,7264.976963298923,"b10111011111001011111000111010001100000111000010000110001000000110000010110011100",11,5,0,0,0.819882455630943,364.0651590032709,389.9276652768835,3.4272977309902513,0
3,"b00000000000000000000000000000001000000001100000000011000011000000001100000000011",3,2957.0380686660587,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",15,7,1,0,0.7903756675400053,357.0527464158042,97.38358506144093,4.609409613630873,0
4,"b01000000001110000000011001000001110100000001000000000001000000000001000000000000",0,7221.041202961912,"b10001000101011100011100100001100010101110100001110000010011001000010110001011000",23,5,0,-1,0.752436289224231,365.6362892086536,23.66808156177379,2.3874068420651193,0
5,"b00010000000000000000000000000001100000000111000000011000000001000110000000001000",0,3803.5389723426288,"b10001000101011100011100100001100010101110100001110000010011001000010110001011000",23,3,0,-1,0.7340370374794695,389.9899827772926,276.2038026046203,4.761926653314573,0
6,"b00000100100000010010010110110001111010001010000000000000000000000000000000000000",3,4256.455064312992,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",13,10,-1,0,0.7572431386757641,11.703322833939021,462.322777647011,5.326263357104212,0
7,"b00000000000000000000001011101001101010011111100000000100000001001100000000000010",3,3939.638905571097,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",13,14,0,0,0.694255172072307,56.216235710820065,460.69473048214167,2.5415029859713307,0
8,"b00000000000000001000000000000000001000000000100000000010000000010001000000000010",3,6183.473990039594,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",14,2,1,0,0.686414004739319,306.59804332713503,201.75546075987967,4.137044976476732,0
9,"b00100001101000000100000010000000000010011000000100011011100011100110010100001000",2,4777.310786353408,"b10111011111001011111000111010001100000111000010000110001000000110000010110011100",16,3,0,0,0.8610136286811061,401.8699157597675,122.8907861729428,5.226474642357315,1
10,"b10100100001100100000001000100100010000000100100000110111000000100000111000001110",3,3076.1616390297904,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",14,19,0,0,1.310070933481441,333.39999414658575,332.96723551112717,4.538140029593318,0
11,"b00000000000000101000000011010000001011000001110101000100000100010000010000000000",3,6362.785033757409,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",12,10,0,1,0.6520677584644583,127.06324206033082,223.12092810006195,0.6161566573749278,0
12,"b00000000001000000000001000000000000100000010000000000100110100010011000000000000",3,4902.553998417309,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",17,9,1,0,0.7497880953801528,197.0598024630488,210.90040001967213,3.56430699202235,0
13,"b00000000000000000000100000000000010001110000101110000011000000011000000001000000",3,3587.9756690420504,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",15,10,1,0,0.7681089494134602,438.263098630464,50.86488875686952,4.634874693510877,0
14,"b00000100000100000001000000000011001000111010000110001111100111011011001001000000",2,4558.766044284957,"b10111011111001011111000111010001100000111000010000110001000000110000010110011100",20,10,0,0,0.7320674862440063,230.7881326928245,181.61488401346216,5.291410571792149,1
15,"b00101001100000000100100000001100000000011100000110001001000011001010011110011101",2,4800.769632259287,"b10111011111001011111000111010001100000111000010000110001000000110000010110011100",10,1,0,0,0.878216919299561,79.15841670698775,203.04835006595252,6.147458988936035,1
16,"b01111000000011110010001110001100011110100011100010001000000010000000000000000000",3,4281.048167051059,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",12,18,-1,0,0.8679544136110591,178.10958474971923,89.40818959627246,3.914534099627735,0
17,"b00000000000000000000110000000001100011010110001110000000000000000000000000000000",3,8476.020808109603,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",16,9,0,0,0.6885742116350322,157.51741827628462,167.43051663939377,6.11450464823107,0
18,"b00000011000111001100001110010000111000000011001000111100000010111100110000000110",1,3433.3266320605703,"b11001110101000111111000000100000101111000111010100001000111100110000111001100000",17,11,0,0,0.8012005121003225,388.3780879061154,15.963626853683756,0.4752977282131635,0
19,"b00110001001100000100111001100011101100000111000011000111011101111101000010001110",3,1390.551078268835,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",10,28,0,0,0.8285638106929417,223.6706821438516,100.44989046270767,1.0174447428493407,0
20,"b00000000000000000000011001100000101011000000000010000000001000000000000000000000",3,2610.2369338373423,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",15,6,0,1,0.6776455193555401,260.6268480722166,337.52216472245,5.017347890622743,0
21,"b00000000000000000000000000000000001001000011111110000000000000000000000000000010",3,4079.50427404975,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",15,6,0,1,0.7348842261905402,407.05832486217713,315.2908931144729,1.5463305932610485,0
22,"b00100000000110100000000011000000001100000000000000000000000000000000000000000000",3,3664.4420729650956,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",15,4,-1,0,0.707070285012429,430.0463727654507,198.05603276509808,2.434168559935331,0
23,"b10010100100000010101100001010101101111100110101100000000010000000001000000000000",1,4388.298539543802,"b11001110101000111111000000100000101111000111010100001000111100110000111001100000",21,10,-1,0,0.7388920244188654,435.2556936396711,72.77712029363809,5.200652580888063,0
24,"b00110001001001000100000010000100000001011100000110001001000011011000000111001001",2,5693.061167241373,"b10111011111001011111000111010001100000111000010000110001000000110000010110011100",13,2,0,0,0.7559761516050966,130.82744297256968,344.1597726103858,2.9559250870512255,2
25,"b00000000000000011110001010100000011110000000010000000000000000000000000000000000",3,4268.738138046031,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",13,6,-1,0,0.7338576368881968,499.94844120068797,398.2108281463373,6.1821666745367025,0
26,"b00100000000111010000000100100000001110000000111000000001001101111000001000000000",3,3290.74192199737,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",10,12,0,0,0.7546189884535404,320.6041824962515,267.7521225041028,3.2716366584104133,0
27,"b00000000000000000000011000010000100000010000000000111011101000000011010000000001",0,6797.635643324851,"b10001000101011100011100100001100010101110100001110000010011001000010110001011000",22,6,1,0,0.73178998067336,104.47454719294711,304.44766815995746,4.261276714521049,0
28,"b00100000100101000110011110000100001000011100000000011101100011011111010110000000",2,4286.191490720601,"b10111011111001011111000111010001100000111000010000110001000000110000010110011100",16,10,0,0,0.9881559490989882,173.1058433765734,367.18941868889635,2.654020643961546,3
29,"b00100001101000100000000010001000001100011100000010000011000011111010001011001101",2,7156.147892274454,"b10111011111001011111000111010001100000111000010000110001000000110000010110011100",11,2,0,0,0.8199476331522842,413.271067483979,77.06516862179078,1.3887501238155278,3
30,"b00011000000110001000101100000011000000010100001000000011110100001000110000000010",3,2706.8573074136416,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",14,17,0,0,0.8742802267750129,179.7140474447743,146.85828871006873,2.0358213522502693,0
31,"b00010011100101001100000111010000101000110000010000010110000010100000000010000000",2,8025.70118692708,"b10111011111001011111000111010001100000111000010000110001000000110000010110011100",18,5,0,0,0.6870225357327935,383.82003067016603,299.3772144277472,5.659600455342337,4
32,"b00000000000000100000000011000000001100000001000000001110100000111011110100000000",3,6360.494364472292,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",11,10,1,0,0.7786681516045907,420.8798009051367,464.3052914395829,1.427075182731305,0
33,"b00000000000000000000010110000000000010110000111000111111100100000010010000000000",0,3835.2756489792673,"b10001000101011100011100100001100010101110100001110000010011001000010110001011000",22,9,1,0,0.7232789878255567,42.123966580492365,499.42313118654994,5.362640040125552,0
34,"b00000000000000000000100000000001000000000110001000000110010001000001110000000011",3,1773.68326349853,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",14,9,1,0,0.758482994672019,302.8451810723503,103.79579454550144,1.2793433627572406,0
35,"b00000000000000000000000000100000000111000111011110001000001000000000000000000000",3,6385.532982222106,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",16,10,0,0,0.732332647904338,51.7176723565501,216.26856056020085,5.307937471478292,0
36,"b00000110000000000000000001000000000110000000010010000000000000000000000000000000",3,3389.059579183029,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",15,3,-1,1,0.6948621675877752,172.34440391612165,440.3155631302668,1.6519710931256664,0
37,"b00000000000000100101000011110000011000001011100000011000110000000001000000000100",3,5189.0852549753,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",14,14,0,0,0.7656972904110666,405.6280871145626,326.31176071529933,4.318506940853146,0
38,"b11000000001000000000101000000001110000000001000000000001000100000001110010000000",3,5273.179071980486,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",14,10,0,0,1.3266038571547192,63.386911664451205,64.82371677310539,3.8931394532843817,0
39,"b00000000000010100001000001000000000010010000111010000011000000001000010000000000",3,11600.341111475625,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",9,4,0,1,0.6901866381745134,44.19943261389684,62.62295477820787,3.278093900042066,0
40,"b01000000000000000000110110001000000001000100110101010001011011100000000000000000",0,2503.3522090718275,"b10001000101011100011100100001100010101110100001110000010011001000010110001011000",23,10,0,0,0.7847026890964559,450.9414204845587,398.74035345984305,2.254821381305474,0
41,"b11000000000110000000001101000000011000000000000100000000010000000000000000000000",3,4090.2264004793715,"b01001000001010100001000001000000001010010000010010000000000001111000011100000000",15,7,-1,-1,0.7495507692620681,487.79567837743883,443.2886895577847,3.2979662944823978,0
