node,origami_data,decoded_stream,false_negatives,false_positives,success,decoding_time
2,00110001001000000100000010001100001000011100010110001111100011111000011111001100,11110011001111101001001110100011010101100100100011000010001110000001100011100101,6,2,0,4.608
2,00110001101000000100000010001000001000010100000110000011100011111000011111111101,,6,1,0,28.077
3,01000000000010000000000001000000001010000000000100000000000001111000011000000000,,8,1,0,33.172
3,01000000000010000000001001000000001000000000110010000010000001111000011100000000,00000000101100001101000010110000000110000100110000000001000010110111100000000011,6,3,0,23.112
3,01001000001010000001000011000000001010010000011100000000000001110000011100000000,00000100101000000101000011001010010100010110100000000100000011000111100000000011,3,3,0,0.132
3,00001000000110000000000001000000000010010000000010000000000001111000011100000000,,6,1,0,43.902
3,01001000000010000001000001000000001110110000000010000000000101101000011100000000,,4,3,0,32.077
